player_id,display_name,mean_receiving_yards,mean_receiving_tds,mean_receptions,mean_rushing_yards,mean_rushing_tds,mean_fumbles,median_receiving_yards,median_receiving_tds,median_receptions,median_rushing_yards,median_rushing_tds,median_fumbles,p10_receiving_yards,p10_receiving_tds,p10_receptions,p10_rushing_yards,p10_rushing_tds,p10_fumbles,p90_receiving_yards,p90_receiving_tds,p90_receptions,p90_rushing_yards,p90_rushing_tds,p90_fumbles
00-0040315,Ja'Corey Brooks,67.4,0.4,6.1,15.8,0.0,0.4,56.8,0.1,5.4,8.9,0.0,0.3,24.9,0.0,2.3,1.5,0.0,0.0,129.3,1.2,11.2,42.1,0.0,1.1
00-0038728,Jared Wayne,67.4,0.4,6.2,15.8,0.0,0.4,56.5,0.1,5.5,9.2,0.0,0.3,24.5,0.0,2.4,1.4,0.0,0.0,128.4,1.3,11.4,41.7,0.0,1.2
00-0036219,Marquez Callaway,67.3,0.4,6.2,15.5,0.0,0.4,55.9,0.1,5.4,8.9,0.0,0.3,24.4,0.0,2.4,1.4,0.0,0.0,129.8,1.3,11.5,40.1,0.0,1.1
00-0035934,Trishton Jackson,67.3,0.4,6.1,16.0,0.0,0.4,56.4,0.1,5.4,9.2,0.0,0.3,24.9,0.0,2.4,1.5,0.0,0.0,128.3,1.3,11.2,42.3,0.0,1.2
00-0039701,Terique Owens,67.2,0.4,6.2,15.8,0.0,0.4,56.3,0.1,5.5,9.3,0.0,0.3,24.6,0.0,2.4,1.5,0.0,0.0,128.8,1.3,11.3,40.7,0.0,1.1
00-0038667,Elijah Cooks,67.2,0.4,6.2,15.9,0.0,0.4,55.9,0.1,5.4,9.4,0.0,0.3,24.4,0.0,2.4,1.4,0.0,0.0,128.9,1.3,11.2,41.0,0.0,1.1
00-0037387,Jalen Virgil,67.2,0.4,6.1,15.7,0.0,0.4,56.8,0.1,5.4,9.4,0.0,0.3,24.8,0.0,2.4,1.4,0.0,0.0,128.6,1.3,11.2,40.4,0.0,1.2
00-0036482,Mike Strachan,66.5,0.4,6.1,15.9,0.0,0.4,55.9,0.1,5.4,9.2,0.0,0.3,24.2,0.0,2.4,1.4,0.0,0.0,127.3,1.2,11.3,42.4,0.0,1.1
00-0038679,Tyrell Shavers,65.0,0.8,0.9,0.1,0.0,0.2,54.8,0.6,0.7,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,0.0,124.6,2.2,2.2,0.1,0.0,0.7
00-0035298,Scott Miller,64.7,0.1,4.6,0.1,0.0,0.2,54.0,0.0,4.0,0.0,0.0,0.0,23.4,0.0,1.6,0.0,0.0,0.0,124.4,0.6,8.5,0.1,0.0,0.7
00-0036862,Ben Skowronek,64.3,0.1,4.6,0.1,0.0,0.2,53.6,0.0,4.1,0.0,0.0,0.0,23.6,0.0,1.7,0.0,0.0,0.0,123.7,0.6,8.5,0.1,0.0,0.7
00-0035021,Ashton Dulin,62.3,0.8,1.8,19.0,0.0,0.2,52.3,0.6,1.5,11.2,0.0,0.0,22.5,0.0,0.3,2.0,0.0,0.0,118.4,2.2,3.9,48.7,0.0,0.7
00-0038938,Jalin Hyatt,58.3,0.1,7.4,0.1,0.0,0.2,48.3,0.0,6.5,0.0,0.0,0.0,21.0,0.0,2.9,0.0,0.0,0.0,112.7,0.6,13.5,0.1,0.0,0.7
00-0036345,K.J. Osborn,53.5,0.8,6.5,0.1,0.0,0.2,45.0,0.6,5.8,0.0,0.0,0.0,19.0,0.0,2.5,0.0,0.0,0.0,102.3,2.2,11.8,0.1,0.0,0.7
00-0037524,Tay Martin,45.3,0.8,0.9,0.1,0.0,0.2,38.0,0.6,0.7,0.0,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,87.2,2.2,2.2,0.1,0.0,0.7
00-0038519,Nikko Remigio,45.1,0.1,1.8,0.1,0.0,0.2,37.9,0.0,1.5,0.0,0.0,0.0,16.1,0.0,0.3,0.0,0.0,0.0,87.3,0.6,3.7,0.1,0.0,0.7
00-0038104,Tyquan Thornton,43.6,0.1,3.7,0.1,0.0,0.2,36.5,0.0,3.2,0.0,0.0,0.0,15.7,0.0,1.2,0.0,0.0,0.0,83.4,0.6,7.0,0.1,0.0,0.7
00-0035891,Cody White,41.3,0.1,1.8,0.1,0.0,0.2,34.6,0.0,1.5,0.0,0.0,0.0,14.8,0.0,0.3,0.0,0.0,0.0,79.1,0.6,3.8,0.2,0.0,0.7
00-0036620,Dee Eskridge,40.8,0.1,2.7,0.1,0.0,0.2,34.4,0.0,2.4,0.0,0.0,0.0,14.8,0.0,0.8,0.0,0.0,0.0,78.0,0.6,5.4,0.1,0.0,0.7
00-0039747,Ainias Smith,38.7,0.8,6.5,2.2,0.0,0.2,32.7,0.6,5.7,0.8,0.0,0.0,13.9,0.0,2.5,0.0,0.0,0.0,74.5,2.2,12.0,6.7,0.0,0.7
00-0036955,Terrace Marshall Jr.,38.2,0.1,2.7,0.1,0.0,0.2,31.8,0.0,2.4,0.0,0.0,0.0,13.6,0.0,0.7,0.0,0.0,0.0,73.3,0.6,5.4,0.1,0.0,0.7
00-0036497,Tim Jones,38.1,0.1,2.7,0.1,0.0,0.2,31.6,0.0,2.4,0.0,0.0,0.0,13.5,0.0,0.7,0.0,0.0,0.0,74.1,0.6,5.3,0.1,0.0,0.7
00-0036841,Austin Trammell,38.0,0.1,1.8,0.1,0.0,0.2,31.8,0.0,1.5,0.0,0.0,0.0,13.4,0.0,0.3,0.0,0.0,0.0,73.9,0.6,3.9,0.1,0.0,0.7
00-0038496,Xavier Gipson,36.6,0.8,5.6,1.8,0.0,0.2,30.8,0.6,4.9,0.6,0.0,0.0,13.0,0.0,2.1,0.0,0.0,0.0,70.1,2.2,10.3,5.8,0.0,0.7
00-0039236,Johnny Wilson,35.4,0.8,4.6,0.1,0.0,0.2,29.8,0.6,4.0,0.0,0.0,0.0,12.6,0.0,1.6,0.0,0.0,0.0,68.1,2.2,8.6,0.1,0.0,0.7
00-0036268,Laviska Shenault Jr.,33.7,0.1,4.6,0.3,0.0,0.2,28.3,0.0,4.0,0.0,0.0,0.0,11.8,0.0,1.6,0.0,0.0,0.0,65.1,0.6,8.5,1.2,0.0,0.7
00-0037132,Britain Covey,31.7,0.1,6.4,0.1,0.0,0.2,26.6,0.0,5.7,0.0,0.0,0.0,11.2,0.0,2.5,0.0,0.0,0.0,61.5,0.6,11.7,0.1,0.0,0.7
00-0037742,Treylon Burks,31.3,0.1,3.7,0.3,0.0,0.2,26.1,0.0,3.2,0.0,0.0,0.0,11.2,0.0,1.2,0.0,0.0,0.0,59.9,0.6,7.0,1.3,0.0,0.7
00-0035602,Alex Bachman,29.0,0.1,2.8,0.1,0.0,0.2,24.5,0.0,2.4,0.0,0.0,0.0,10.3,0.0,0.8,0.0,0.0,0.0,55.8,0.6,5.4,0.1,0.0,0.7
00-0034777,DJ Chark,28.8,0.8,3.6,0.1,0.0,0.2,23.9,0.6,3.1,0.0,0.0,0.0,10.2,0.0,1.2,0.0,0.0,0.0,56.0,2.2,7.0,0.1,0.0,0.7
00-0035639,Parris Campbell,28.0,0.8,5.6,0.1,0.0,0.2,23.5,0.6,4.9,0.0,0.0,0.0,9.9,0.0,2.1,0.0,0.0,0.0,54.0,2.2,10.3,0.1,0.0,0.7
00-0037257,David Bell,25.3,0.1,2.7,0.1,0.0,0.2,21.0,0.0,2.3,0.0,0.0,0.0,8.8,0.0,0.8,0.0,0.0,0.0,49.4,0.6,5.4,0.1,0.0,0.7
00-0039816,Anthony Gould,21.2,0.1,0.9,0.1,0.0,0.2,17.7,0.0,0.7,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,41.2,0.6,2.2,0.1,0.0,0.7
00-0038647,Ronnie Bell,20.6,0.1,1.8,0.1,0.0,0.2,17.1,0.0,1.5,0.0,0.0,0.0,7.1,0.0,0.3,0.0,0.0,0.0,40.2,0.6,3.9,0.1,0.0,0.7
00-0039379,Jamari Thrash,20.5,0.1,2.7,0.1,0.0,0.2,17.2,0.0,2.4,0.0,0.0,0.0,7.0,0.0,0.8,0.0,0.0,0.0,39.9,0.6,5.3,0.1,0.0,0.7
00-0039792,Devontez Walker,19.7,0.8,0.9,0.1,0.0,0.2,16.5,0.6,0.7,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,38.3,2.1,2.2,0.1,0.0,0.7
00-0036133,James Proche,19.4,0.1,2.7,0.1,0.0,0.2,16.1,0.0,2.3,0.0,0.0,0.0,6.6,0.0,0.8,0.0,0.0,0.0,37.9,0.6,5.3,0.1,0.0,0.7
00-0036183,Kristian Wilkerson,16.6,0.8,1.8,0.1,0.0,0.2,13.8,0.6,1.5,0.0,0.0,0.0,5.6,0.0,0.3,0.0,0.0,0.0,32.1,2.2,3.8,0.1,0.0,0.7
00-0036176,Mason Kinsey,16.0,0.1,1.8,0.1,0.0,0.2,13.3,0.0,1.5,0.0,0.0,0.0,5.2,0.0,0.3,0.0,0.0,0.0,31.5,0.6,3.8,0.1,0.0,0.7
00-0036463,Chris Blair,15.8,0.1,0.9,0.1,0.0,0.2,13.2,0.0,0.7,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,30.8,0.6,2.2,0.1,0.0,0.7
00-0039920,Malachi Corley,15.1,0.1,2.8,11.1,0.0,1.1,12.7,0.0,2.4,6.3,0.0,1.0,5.0,0.0,0.7,0.8,0.0,0.1,29.5,0.6,5.4,29.5,0.0,2.4
00-0034353,Anthony Miller,14.9,0.1,0.9,0.1,0.0,0.2,12.3,0.0,0.7,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,29.3,0.6,2.2,0.1,0.0,0.7
00-0035341,Trenton Irwin,13.9,0.1,2.8,0.1,0.0,0.2,11.6,0.0,2.4,0.0,0.0,0.0,4.6,0.0,0.8,0.0,0.0,0.0,27.5,0.6,5.4,0.1,0.0,0.7
00-0039394,Casey Washington,13.1,0.1,0.9,0.1,0.0,0.2,10.9,0.0,0.7,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,25.8,0.6,2.2,0.1,0.0,0.7
00-0039853,Javon Baker,11.2,0.1,0.9,0.1,0.0,0.2,9.3,0.0,0.7,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,22.1,0.6,2.2,0.1,0.0,0.7
00-0036165,Isaiah Hodgins,11.2,0.1,1.8,0.1,0.0,0.2,9.4,0.0,1.5,0.0,0.0,0.0,3.5,0.0,0.3,0.0,0.0,0.0,22.4,0.6,3.8,0.1,0.0,0.7
00-0033292,Trent Taylor,10.2,0.1,0.9,0.1,0.0,0.2,8.4,0.0,0.7,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,20.4,0.6,2.2,0.1,0.0,0.7
00-0037382,Brandon Johnson,8.4,0.1,0.9,0.1,0.0,0.2,6.9,0.0,0.7,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,17.0,0.6,2.2,0.2,0.0,0.7
00-0037422,Kendric Pryor,8.4,0.1,0.9,0.1,0.0,0.2,6.9,0.0,0.7,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,17.0,0.6,2.2,0.1,0.0,0.7
00-0039392,Jha'Quan Jackson,7.5,0.1,0.9,0.0,0.0,0.2,6.2,0.0,0.7,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,15.2,0.6,2.2,0.0,0.0,0.7
00-0039543,Ramel Keyton,6.5,0.1,0.9,0.1,0.0,0.2,5.3,0.0,0.7,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,13.4,0.6,2.2,0.1,0.0,0.7
00-0039451,Isaiah Williams,5.6,0.1,1.8,0.1,0.0,0.2,4.6,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.3,0.0,0.0,0.0,11.8,0.6,3.7,0.1,0.0,0.7
00-0038359,Xavier Smith,5.6,0.1,1.8,15.7,0.0,0.2,4.5,0.0,1.5,9.3,0.0,0.0,1.5,0.0,0.3,1.4,0.0,0.0,11.6,0.6,3.8,41.5,0.0,0.7
00-0036254,Collin Johnson,5.5,0.1,0.9,0.1,0.0,0.2,4.5,0.0,0.7,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,11.3,0.6,2.2,0.1,0.0,0.7
00-0038941,Tyler Scott,4.7,0.1,0.9,0.1,0.0,0.2,3.8,0.0,0.7,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,9.8,0.6,2.2,0.1,0.0,0.7
00-0038576,Charlie Jones,4.6,0.1,0.9,0.1,0.0,0.2,3.7,0.0,0.7,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,9.7,0.6,2.2,0.1,0.0,0.7
00-0035544,Tom Kennedy,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0037093,Dareke Young,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0039589,Kameron Johnson,0.2,0.1,0.1,4.5,0.0,0.2,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,12.8,0.0,0.7
00-0034419,Braxton Berrios,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0034928,Steven Sims,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0038477,Bryce Ford-Wheaton,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0038092,Erik Ezukanma,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0039521,Xavier Weaver,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0037156,Irvin Charles,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0036635,Ihmir Smith-Marsette,0.2,0.1,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0038090,Skyy Moore,0.2,0.1,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.6,0.1,0.0,0.7
00-0038840,Brycen Tremayne,0.0,0.1,0.9,0.1,0.0,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,0.1,0.0,0.7
